ACER 8GB 512GB R5 5500U FREEDOS 14INC, 5, 9429, SWIFT 3 SF314-43 NX.AB1EY.002, https://www.hepsiburada.com/acer-swift-3-sf314-43-amd-ryzen-5-5500u-8gb-512gb-ssd-freedos-14-tasinabilir-bilgisayar-nx-ab1ey-002-p-HBCV0000156DKK
ACER 8GB 512GB R5 5500U FREEDOS 14INC, 5, 9599, SWIFT 3 SF314-43 NX.AB1EY.002, https://www.trendyol.com/acer/swift-3-sf314-43-ryzen5-5500u-8gb-512gb-ssd-dos-14-fhd-tasinabilir-bilgisayar-nx-ab1ey-002-p-300442845?boutiqueId=613344&merchantId=106740
ACER 8GB 512GB R5 5500U FREEDOS 14INC, 5, 9599, SWIFT 3 SF314-43 NX.AB1EY.002, https://www.n11.com/urun/acer-swift-3-sf314-43-nxab1ey002-r5-5500u-8-gb-512-gb-ssd-14-free-dos-dizustu-bilgisayar-4937028?magaza=teknoryabilisim

ACER 8GB 256GB I3 1005G1 W10 15.6INC, 0, 8999, ASPIRE 3 A315-56 NX.HS7EY.002, https://www.hepsiburada.com/acer-aspire-3-a315-56-intel-core-i3-1005g1-8gb-256gb-ssd-windows-10-home-15-6-fhd-tasinabilir-bilgisayar-nx-hs7ey-002-p-HBCV00002UDCZW
ACER 8GB 256GB I3 1005G1 W10 15.6INC, 5, 8999, ASPIRE 3 A315-56 NX.HS7EY.002, https://www.trendyol.com/acer/aspire-3-a315-56-corei3-1005g1-8gb-256gb-ssd-w10h-15-6-fhd-tasinabilir-bilgisayar-nx-hs7ey-002x-p-347679200?boutiqueId=613344&merchantId=106740
ACER 8GB 256GB I3 1005G1 W10 15.6INC, 0, 9318, ASPIRE 3 A315-56 NX.HS7EY.002, https://www.n11.com/urun/acer-aspire-3-a315-56-nxhs7ey00201-i3-1005g1-8-gb-256-gb-156-w10h-dizustu-bilgisayar-21003966?magaza=teknoryabilisim

APPLE 16GB 1TB M1 0 MACOS 16INC, 5, 53599, MACBOOK PRO MK1F3TU/A, https://www.hepsiburada.com/apple-macbook-m1-pro-cip-16gb-1tb-ssd-macos-16-qhd-tasinabilir-bilgisayar-gumus-mk1f3tu-a-p-HBCV00000U6XEH
APPLE 16GB 1TB M1 0 MACOS 16INC, 5, 52590, MACBOOK PRO MK1F3TU/A, https://www.trendyol.com/apple/macbook-pro-mk1f3tu-a-m1-16gb-1tb-ssd-16-silver-p-184532581?boutiqueId=613344&merchantId=141868
APPLE 16GB 1TB M1 0 MACOS 16INC, 5, 55599, MACBOOK PRO MK1F3TU/A, https://www.vatanbilgisayar.com/macbook-pro-mk1f3tu-a-m1-pro-16gb-1tb-ssd-liquid-retina-16-silver.html

APPLE 8GB 256GB M2 0 MACOS 13.3INC, 5, 29699, MACBOOK PRO MNEH3TU/A, https://www.hepsiburada.com/apple-macbook-pro-m2-cip-8gb-256gb-ssd-macos-13-tasinabilir-bilgisayar-uzay-grisi-mneh3tu-a-p-HBCV00002GN5LH
APPLE 8GB 256GB M2 0 MACOS 13.3INC, 0, 26699, MACBOOK PRO MNEH3TU/A, https://www.trendyol.com/apple/macbook-pro-mneh3tu-a-m2-8gb-256gb-ssd-retina-13-3inc-uzay-grisi-p-355659542?boutiqueId=61&merchantId=624588
APPLE 8GB 256GB M2 0 MACOS 13.3INC, 0, 26699, MACBOOK PRO MNEH3TU/A, https://www.vatanbilgisayar.com/macbook-pro-mneh3tu-a-m2-8gb-256gb-ssd-retina-13-3inc-uzay-grisi.html

APPLE 8GB 512GB M2 0 MACOS 13.6INC, 5, 31784, MACBOOK AIR MLY43TU/A, https://www.hepsiburada.com/apple-macbook-air-m2-cip-8gb-512gb-ssd-macos-13-tasinabilir-bilgisayar-gece-yarisi-mly43tu-a-p-HBCV00002GNKO7
APPLE 8GB 512GB M2 0 MACOS 13.6INC, 0, 30599, MACBOOK AIR MLY43TU/A, https://www.trendyol.com/apple/macbook-air-13-6-m2-8gb-512gb-ssd-gece-yarisi-p-341826642?boutiqueId=61&merchantId=624588
APPLE 8GB 512GB M2 0 MACOS 13.6INC, 0, 30599, MACBOOK AIR MLY43TU/A, https://www.vatanbilgisayar.com/macbook-air-mly43tu-a-m2-8gb-512gb-ssd-liquid-retina-13-6inc-gece-yarisi.html

APPLE 16GB 512GB M1 0 MACOS 14INC, 5, 39999, MACBOOK PRO MKGP3TU/A, https://www.hepsiburada.com/apple-macbook-m1-pro-cip-16gb-512gb-ssd-macos-14-qhd-tasinabilir-bilgisayar-uzay-grisi-mkgp3tu-a-p-HBCV00000U6XEL
APPLE 16GB 512GB M1 0 MACOS 14INC, 5, 38989, MACBOOK PRO MKGP3TU/A, https://www.trendyol.com/apple/macbookpro-14-m1-pro-8ccpu-14c-gpu-16gb512gb-ssd-grisi-dizustu-bilgisayar-apple-turkiye-garantili-p-179203086?boutiqueId=613344&merchantId=427280
APPLE 16GB 512GB M1 0 MACOS 14INC, 5, 38999, MACBOOK PRO MKGP3TU/A, https://www.vatanbilgisayar.com/macbook-pro-mkgp3tu-a-m1-pro-16gb-512gbssd-liquid-retina-14-space-grey.html

APPLE 16GB 256GB M2 0 MACOS 13.6INC, 0, 32299, MACBOOK AIR MLY33TUA1 Z16000102, https://www.hepsiburada.com/apple-macbook-air-13-6-mly33tua1-m2-8-cpu-8-gpu-16-gb-256-ssd-gece-yarisi-tasinabilir-bilgisayar-z16000102-p-HBCV00002XX737
APPLE 16GB 256GB M2 0 MACOS 13.6INC, 0, 29999, MACBOOK AIR MLY33TUA1 Z16000102, https://www.trendyol.com/apple/macbook-air-13-6-mly33tua1-m2-8cpu-8gpu-16gb-256ssd-gece-yarisi-z16000102-tasinabilir-bilgi-p-358437762?boutiqueId=61&merchantId=106664
APPLE 16GB 256GB M2 0 MACOS 13.6INC, 0, 31599, MACBOOK AIR MLY33TUA1 Z16000102, https://www.n11.com/urun/apple-macbook-air-mly33tua1-z16000102-m2-8-cpu-8-gpu-16-gb-256-gb-ssd-136-dizustu-bilgisayar-24040364?magaza=teknoraks

APPLE 16GB 1TB M1 0 MACOS 14INC, 5, 55390, MACBOOK PRO MKGQ3TU/A, https://www.trendyol.com/apple/macbook-pro-mkgq3tu-a-14-m1-pro-10cpu-16gpu-16gb-1tbssd-uzay-grisi-tasinabilir-bilgisayar-p-202258873?boutiqueId=613344&merchantId=141868
APPLE 16GB 1TB M1 0 MACOS 14INC, 5, 49979, MACBOOK PRO MKGQ3TU/A, https://www.n11.com/urun/apple-macbook-pro-mkgq3tua-apple-m1-pro-16-gb-1-tb-ssd-14-macos-dizustu-bilgisayar-2299690?magaza=integrakurumsal
APPLE 16GB 1TB M1 0 MACOS 14INC, 5, 46499, MACBOOK PRO MKGQ3TU/A, https://www.vatanbilgisayar.com/macbook-pro-mkgq3tu-a-m1-pro-16gb-1tb-ssd-liquid-retina-14-space-grey.html

APPLE 8GB 256GB M1 0 MACOS 13INC, 5, 24561, MACBOOK PRO MYD82TU/A, https://www.hepsiburada.com/apple-macbook-pro-m1-cip-8gb-256gb-ssd-macos-13-qhd-tasinabilir-bilgisayar-uzay-grisi-myd82tu-a-p-HBV0000130VNO
APPLE 8GB 256GB M1 0 MACOS 13INC, 5, 22888, MACBOOK PRO MYD82TU/A, https://www.trendyol.com/apple/macbook-pro-13-m1-8gb-256gb-ssd-uzay-grisi-dizustu-bilgisayar-apple-turkiye-garantili-p-75753347?boutiqueId=613344&merchantId=141868
APPLE 8GB 256GB M1 0 MACOS 13INC, 4, 23999, MACBOOK PRO MYD82TU/A, https://www.vatanbilgisayar.com/macbook-pro-myd82tu-a-m1-8gb-256gbssd-retina-13-3-int-space-grey.html

APPLE 8GB 256GB M2 0 MACOS 13.6INC, 5, 24799, MACBOOK AIR MLY13TU/A, https://www.hepsiburada.com/apple-macbook-air-m2-cip-8gb-256gb-ssd-macos-13-tasinabilir-bilgisayar-yildiz-isigi-mly13tu-a-p-HBCV00002GNKO1
APPLE 8GB 256GB M2 0 MACOS 13.6INC, 0, 25899, MACBOOK AIR MLY13TU/A, https://www.trendyol.com/apple/macbook-air-mly13tu-a-m2-8gb-256gb-ssd-liquid-retina-13-6inc-yildiz-isigi-p-358064123?boutiqueId=61&merchantId=624588
APPLE 8GB 256GB M2 0 MACOS 13.6INC, 5, 25899, MACBOOK AIR MLY13TU/A, https://www.vatanbilgisayar.com/macbook-air-mly13tu-a-m2-8gb-256gb-ssd-liquid-retina-13-6inc-yildiz-isigi.html

ASUS 16GB 256GB I7 1065G7 FREEDOS 15.6INC, 0, 14012, X515JA-EJ2120A2, https://www.hepsiburada.com/asus-x515ja-ej2120a2-intel-core-i7-1065g7-16gb-256gb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-p-HBCV000023ARJD
ASUS 16GB 256GB I7 1065G7 FREEDOS 15.6INC, 0, 13846, X515JA-EJ2120A2, https://www.n11.com/urun/asus-x515ja-ej2120a2-i7-1065g7-16-gb-256-gb-ssd-156-free-dos-fhd-dizustu-bilgisayar-9018277?magaza=arcadia-bilisim
